"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14695","Change profile name","tests","Mon Aug 25 11:46:15 GMT 2025","broken","Mon Aug 25 11:46:30 GMT 2025","TestProfileFeature","feature_test","",""
